chain,0.007419060479937123
rating,0.03822996517153321
lack,0.12139319631356482
dollar,0.09382895983899342
month,0.028426555759931027
four,1.415482123157119e-05
manager,0.2954727440245142
dish,0.0037028710066593362
particularly,0.004775964367143004
hate,0.042058999438648215
seemed,0.10455653100159878
certainly,0.026723770424327498
finally,0.15073871638443936
dressing,0.03860433760292903
sorry,0.2261983675120458
case,0.047399593662500905
woman,0.17805050837806213
appointment,0.1181626317296205
sitting,0.08214966129370005
fat,0.015708727490736152
worst,0.38153856521415097
awful,0.32749194023385186
word,0.08129659769080977
minute,0.18224934743174614
margarita,0.002198016485229104
entire,0.08287951056720377
leave,0.05907035709828712
guy,0.053047897935505794
sign,0.07748293741499257
nail,0.18177530060058977
second,0.0639947179987228
cost,0.07437312561273668
picked,0.04545848354123194
eating,0.04909763250523547
glasse,0.04400538168309964
even,0.06836398548534373
sub,0.06689153873219844
giving,0.06012921594512566
waiting,0.133336915216832
ever,0.008532306763234132
told,0.22508912628915745
never,0.07734598207072985
water,0.1140651371041006
let,0.044556880675515664
b,0.008918211673019982
change,0.02868635862492397
wait,0.0075082633749552485
dry,0.153863889558024
buck,0.004467109334303387
daughter,0.018202707222988224
30,0.09614592541499611
reason,0.03677037639347258
experience,0.053557400020435075
credit,0.10137725626747418
weird,0.0643361212656286
extra,0.019032160443431145
brought,0.08127797185850483
ask,0.07907458776382992
total,0.10718780967510355
use,0.030062743570965722
eye,0.026615479685493604
takes,0.012405112479873637
would,0.05878959585324939
hungry,0.05140326425952413
charge,0.16069422614719286
next,0.0010271447915366494
call,0.13563290761855118
crab,0.000682875859104648
6,0.02934369029277839
taken,0.0694086959631619
care,0.0472207695590976
tell,0.07659238672207636
today,0.10253832418833309
flat,0.07261088702046337
door,0.07657164497143931
started,0.03986053548636814
company,0.12954978879944257
glass,0.026356491956988748
basically,0.07243859757209226
rare,0.01734531164513431
hold,0.09111766716859471
customer,0.19889203935672306
grill,0.027185079088479114
none,0.09341901603663594
bartender,0.023169398712047595
room,0.005295722343458209
hour,0.06771042229240098
car,0.10929431971363979
getting,0.03169824134996979
thin,0.023531248918003733
making,0.024487888864686447
ready,0.04863977040826217
patron,0.07186275203948966
give,0.046752548251626
chip,0.016945591572319785
heard,0.0701362442545328
salty,0.0760650307388202
something,0.02082375688739546
want,0.032151714398246156
needs,0.06943061425169894
end,0.018153970391654894
rather,0.07356943237908009
stayed,0.0028264050747797143
1,0.07737607357609111
instead,0.1227639228012638
establishment,0.05908804913405241
entree,0.004735228183089468
okay,0.12477315224020202
tried,0.0023631754188606635
rude,0.33725533594639767
wrong,0.09832662690141802
birthday,0.008758071165584802
taco,0.007681659903723492
salsa,0.025495931233983526
man,0.02707931352022186
purchase,0.045734724091426315
short,0.0232463456971006
maybe,0.0798683697937852
chef,0.0008118913340142697
counter,0.05174056566749741
honestly,0.04766992882956611
waited,0.22834738465227655
pay,0.10094324157227419
order,0.07146269488922119
talk,0.03985719807417443
salon,0.009980256920638197
serving,4.150175975237147e-05
mexican,0.0037456724981854705
help,0.038895215405405636
move,0.048737286112192635
ended,0.06967189686578923
mentioned,0.06271097199521058
cold,0.11852403164403036
still,0.018028648013421744
bunch,0.012033919319108577
write,0.0931206047377362
20,0.11958872005020282
somewhere,0.11124221538942791
sale,0.06374145673405884
actually,0.06416980219386303
better,0.0722656985556327
window,0.05427378483175005
might,0.01001853689924026
wouldn,0.09298159993116872
non,0.0037601506386275574
someone,0.12878387377047495
return,0.0824427750965766
food,0.019160729797364162
ye,0.006559417685824798
finish,0.03207657792012775
mention,0.007219878185455997
half,0.06857609680266208
front,0.06616875289800728
name,0.005717213477557159
didn,0.08829340468173807
found,0.0045173357184875584
went,0.06377134864109735
mean,0.015948960745769014
hard,0.01927165756225424
idea,0.06120511825789432
bland,0.26879515735998627
oil,0.07390039332171217
expect,0.021843434887462543
year,0.002101552427050457
girl,0.06033790298399477
beyond,0.01950384280441675
opened,0.025060865784513275
bag,0.09026730397798133
since,0.00020963539422780286
seriously,0.044886562779685946
7,0.04669899136116307
got,0.03736276444272413
issue,0.0811370525715347
given,0.10637088754517343
completely,0.1577000374990698
put,0.07549866883401535
wanted,0.12068944733233256
card,0.0545018068432741
